,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3415,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
2724,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
3044,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
3094,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9
1460,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
2818,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
1893,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
1668,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
2756,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
2000,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
475,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
517,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
3674,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12
404,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
384,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
3429,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
3482,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
2152,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
1633,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
4054,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
688,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
3443,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
2874,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8
1240,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
62,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
852,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
3895,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
3499,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
1262,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8
223,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
2193,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6
3136,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
373,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
1824,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5
3589,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
3190,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5
4067,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
3802,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3313,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
3803,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
2871,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7
9,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
2497,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
1944,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
1838,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
708,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
255,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
2930,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11
1617,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
389,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
3452,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
1581,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
2956,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
924,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
3926,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3638,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
2508,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
2036,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
3390,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
1224,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
3216,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
3006,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
2549,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
1946,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
739,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
40,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
868,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
2779,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
539,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
3249,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
2745,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
3552,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
2723,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
1371,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
1145,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
1031,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
372,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
667,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
3019,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8
357,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
967,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
2831,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
2783,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11
1353,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
1035,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
3018,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9
470,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
3672,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
3330,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
1396,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
3713,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
1549,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7
1256,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
2094,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
1555,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
3666,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8
1250,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
1699,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
1252,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
3915,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
3940,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3284,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2933,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
79,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
1172,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
814,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
1852,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
2220,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
2719,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5
3722,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
2105,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
133,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7
1140,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
933,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
928,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
823,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
1531,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
1214,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
504,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
4153,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
2395,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
1996,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
2434,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
3072,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
1958,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
1384,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
894,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
828,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
455,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
2523,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
1683,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12
3648,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9
3622,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
4146,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
652,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
172,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
3197,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7
38,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
4057,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
713,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
90,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
2214,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
1205,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
2923,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
3496,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
3662,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
3323,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
3141,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,5
1827,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
1155,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
1324,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
216,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
3398,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
510,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
1680,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
499,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
3503,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
1856,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
1388,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
1519,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10
2386,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
3855,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
3236,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
2076,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
1540,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8
1217,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
2681,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
4061,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
2993,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11
1416,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
2217,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
3565,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
1676,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1197,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
1542,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
3301,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
3558,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
2960,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
2539,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
953,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
3145,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
3080,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
2635,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7
750,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
2705,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
234,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
732,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
1238,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
3839,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
1156,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
3647,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8
3594,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
2445,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
2982,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
1209,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
1065,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
2156,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
1062,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
2616,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1167,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
3222,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
1492,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
2938,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
2995,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
3096,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
3497,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
3771,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
3140,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
884,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
143,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
1390,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
850,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
3455,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9
2782,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
717,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
4029,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
2502,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5
264,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
75,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
3870,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
2492,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
395,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11
3606,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
2224,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
3090,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
3962,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
396,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
1365,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
3535,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
1903,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
595,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
2109,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
1296,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
1821,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
872,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
3675,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
2264,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2326,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
1548,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
3440,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7
36,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
3703,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
2710,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
3576,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
2143,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
3619,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
977,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
1571,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
1122,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
2786,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2239,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
2967,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
2504,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6
1892,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
3465,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
675,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
2808,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
3068,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
3804,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
728,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
3491,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
3447,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
412,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
3146,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
1516,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
1649,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
825,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
3267,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
616,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
114,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
417,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
3069,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
1625,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10
3017,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
2652,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
4131,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
89,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
2896,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
3708,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
2082,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
753,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
2546,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
3324,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12
3373,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19
1630,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
11,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
2444,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
284,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
1066,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
1191,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
1440,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
3972,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
3966,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
3498,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
2738,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
3837,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
1568,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
2427,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
2737,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
3651,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10
1687,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9
851,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
3546,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7
2207,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
895,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
496,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
2305,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
1782,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
335,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
2839,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
3087,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7
515,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
1348,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
1015,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
2816,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6
3981,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
3974,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
2809,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
3294,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
3251,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
4083,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
4171,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
1781,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8
2569,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
1785,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
2070,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11
356,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
4044,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
3325,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
1312,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
1635,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
550,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
2388,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2479,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
2521,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
2265,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2959,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
1227,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
3797,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
3059,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11
957,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
1773,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
2141,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
1008,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10
3118,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
1092,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
3786,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
3356,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
2744,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
4030,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
996,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
3506,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
1679,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
153,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
3147,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
4125,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9
2908,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
2837,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
580,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
1470,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9
703,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
1212,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5
3343,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13
896,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
3308,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
487,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
559,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
1141,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
1119,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
2849,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
512,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10
633,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
3661,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
1664,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9
1012,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
1931,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
3739,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
1150,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
2838,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
3976,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
116,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
3545,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8
740,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
3911,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
1974,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
1081,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
1810,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
830,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
119,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
656,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
3868,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
3814,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
1129,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
635,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
369,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
268,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
2703,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
2983,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
2870,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7
2914,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
46,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
3421,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
3932,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
991,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
876,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
